enrollment_id,student_id,course_id,semester_id,grade,created_at
ENR-00317,STU-0390,CRS-0014,SEM-5,B,2026-04-16T13:18:17.262040
ENR-00318,STU-0322,CRS-0052,SEM-5,A,2026-04-16T13:18:17.262044
ENR-00319,STU-0018,CRS-0043,SEM-3,C,2026-04-16T13:18:17.262049
ENR-00320,STU-0378,CRS-0031,SEM-5,A,2026-04-16T13:18:17.262053
ENR-00321,STU-0345,CRS-0001,SEM-3,B,2026-04-16T13:18:17.262057
ENR-00322,STU-0223,CRS-0036,SEM-1,A,2026-04-16T13:18:17.262061
ENR-00323,STU-0273,CRS-0019,SEM-5,A,2026-04-16T13:18:17.262067
ENR-00324,STU-0402,CRS-0023,SEM-4,B,2026-04-16T13:18:17.262071
ENR-00325,STU-0079,CRS-0037,SEM-2,B,2026-04-16T13:18:17.262075
ENR-00326,STU-0491,CRS-0039,SEM-6,C,2026-04-16T13:18:17.262079
ENR-00327,STU-0221,CRS-0014,SEM-5,C,2026-04-16T13:18:17.262085
ENR-00328,STU-0303,CRS-0001,SEM-5,B,2026-04-16T13:18:17.262089
ENR-00329,STU-0272,CRS-0018,SEM-6,D,2026-04-16T13:18:17.262093
ENR-00330,STU-0155,CRS-0012,SEM-6,A,2026-04-16T13:18:17.262097
ENR-00331,STU-0008,CRS-0010,SEM-1,B,2026-04-16T13:18:17.262102
ENR-00332,STU-0019,CRS-0035,SEM-1,A,2026-04-16T13:18:17.262106
ENR-00333,STU-0436,CRS-0056,SEM-2,C,2026-04-16T13:18:17.262110
ENR-00334,STU-0336,CRS-0048,SEM-5,A,2026-04-16T13:18:17.262114
ENR-00335,STU-0456,CRS-0058,SEM-3,B,2026-04-16T13:18:17.262118
ENR-00336,STU-0226,CRS-0010,SEM-3,A,2026-04-16T13:18:17.262122
ENR-00337,STU-0203,CRS-0018,SEM-3,A,2026-04-16T13:18:17.262126
ENR-00338,STU-0415,CRS-0029,SEM-4,W,2026-04-16T13:18:17.262130
ENR-00339,STU-0231,CRS-0038,SEM-6,F,2026-04-16T13:18:17.262134
ENR-00340,STU-0342,CRS-0046,SEM-2,D,2026-04-16T13:18:17.262138
ENR-00341,STU-0319,CRS-0024,SEM-4,C,2026-04-16T13:18:17.262143
ENR-00342,STU-0252,CRS-0017,SEM-3,B,2026-04-16T13:18:17.262147
ENR-00343,STU-0026,CRS-0006,SEM-6,B,2026-04-16T13:18:17.262152
ENR-00344,STU-0026,CRS-0015,SEM-4,C,2026-04-16T13:18:17.262156
ENR-00345,STU-0293,CRS-0047,SEM-5,B,2026-04-16T13:18:17.262161
ENR-00346,STU-0394,CRS-0008,SEM-5,A,2026-04-16T13:18:17.262165
ENR-00347,STU-0263,CRS-0045,SEM-6,B,2026-04-16T13:18:17.262169
ENR-00348,STU-0160,CRS-0057,SEM-5,A,2026-04-16T13:18:17.262174
ENR-00349,STU-0394,CRS-0027,SEM-4,D,2026-04-16T13:18:17.262179
ENR-00350,STU-0259,CRS-0044,SEM-2,C,2026-04-16T13:18:17.262183
ENR-00351,STU-0199,CRS-0048,SEM-1,C,2026-04-16T13:18:17.262187
ENR-00352,STU-0262,CRS-0055,SEM-4,A,2026-04-16T13:18:17.262191
ENR-00353,STU-0068,CRS-0050,SEM-3,A,2026-04-16T13:18:17.262195
ENR-00354,STU-0428,CRS-0043,SEM-1,C,2026-04-16T13:18:17.262200
ENR-00355,STU-0026,CRS-0034,SEM-4,B,2026-04-16T13:18:17.262204
ENR-00356,STU-0305,CRS-0060,SEM-2,W,2026-04-16T13:18:17.262208
ENR-00357,STU-0419,CRS-0015,SEM-5,B,2026-04-16T13:18:17.262212
ENR-00358,STU-0074,CRS-0015,SEM-5,A,2026-04-16T13:18:17.262216
ENR-00359,STU-0499,CRS-0058,SEM-3,D,2026-04-16T13:18:17.262220
ENR-00360,STU-0068,CRS-0051,SEM-3,B,2026-04-16T13:18:17.262224
ENR-00361,STU-0380,CRS-0013,SEM-2,F,2026-04-16T13:18:17.262228
ENR-00362,STU-0359,CRS-0031,SEM-1,A,2026-04-16T13:18:17.262234
ENR-00363,STU-0424,CRS-0012,SEM-1,C,2026-04-16T13:18:17.262238
ENR-00364,STU-0111,CRS-0027,SEM-1,W,2026-04-16T13:18:17.262242
ENR-00365,STU-0075,CRS-0032,SEM-5,B,2026-04-16T13:18:17.262246
ENR-00366,STU-0048,CRS-0007,SEM-1,A,2026-04-16T13:18:17.262250
ENR-00367,STU-0154,CRS-0021,SEM-1,B,2026-04-16T13:18:17.262255
ENR-00368,STU-0011,CRS-0015,SEM-3,A,2026-04-16T13:18:17.262259
ENR-00369,STU-0102,CRS-0059,SEM-2,C,2026-04-16T13:18:17.262263
ENR-00370,STU-0323,CRS-0030,SEM-2,A,2026-04-16T13:18:17.262269
ENR-00371,STU-0443,CRS-0042,SEM-2,B,2026-04-16T13:18:17.262273
ENR-00372,STU-0014,CRS-0036,SEM-3,B,2026-04-16T13:18:17.262277
ENR-00373,STU-0233,CRS-0006,SEM-5,B,2026-04-16T13:18:17.262281
ENR-00374,STU-0308,CRS-0032,SEM-2,B,2026-04-16T13:18:17.262285
ENR-00375,STU-0025,CRS-0005,SEM-3,A,2026-04-16T13:18:17.262289
ENR-00376,STU-0331,CRS-0011,SEM-6,B,2026-04-16T13:18:17.262294
ENR-00377,STU-0040,CRS-0020,SEM-1,A,2026-04-16T13:18:17.262298
ENR-00378,STU-0399,CRS-0046,SEM-3,A,2026-04-16T13:18:17.262302
ENR-00379,STU-0342,CRS-0028,SEM-3,B,2026-04-16T13:18:17.262306
ENR-00380,STU-0052,CRS-0008,SEM-1,A,2026-04-16T13:18:17.262310
ENR-00381,STU-0078,CRS-0057,SEM-3,D,2026-04-16T13:18:17.262314
ENR-00382,STU-0022,CRS-0037,SEM-1,B,2026-04-16T13:18:17.262319
ENR-00383,STU-0200,CRS-0039,SEM-1,A,2026-04-16T13:18:17.262323
ENR-00384,STU-0020,CRS-0022,SEM-4,W,2026-04-16T13:18:17.262327
ENR-00385,STU-0044,CRS-0031,SEM-3,C,2026-04-16T13:18:17.262331
ENR-00386,STU-0172,CRS-0055,SEM-4,A,2026-04-16T13:18:17.262335
ENR-00387,STU-0335,CRS-0025,SEM-2,B,2026-04-16T13:18:17.262339
ENR-00388,STU-0326,CRS-0034,SEM-6,A,2026-04-16T13:18:17.262344
ENR-00389,STU-0161,CRS-0040,SEM-1,C,2026-04-16T13:18:17.262348
ENR-00390,STU-0049,CRS-0057,SEM-3,D,2026-04-16T13:18:17.262352
ENR-00391,STU-0334,CRS-0050,SEM-4,B,2026-04-16T13:18:17.262357
ENR-00392,STU-0482,CRS-0023,SEM-1,B,2026-04-16T13:18:17.262362
ENR-00393,STU-0435,CRS-0030,SEM-3,B,2026-04-16T13:18:17.262366
ENR-00394,STU-0209,CRS-0019,SEM-4,A,2026-04-16T13:18:17.262370
ENR-00395,STU-0417,CRS-0027,SEM-1,A,2026-04-16T13:18:17.262374
ENR-00396,STU-0024,CRS-0058,SEM-1,C,2026-04-16T13:18:17.262379
ENR-00397,STU-0034,CRS-0030,SEM-4,D,2026-04-16T13:18:17.262383
ENR-00398,STU-0414,CRS-0005,SEM-3,D,2026-04-16T13:18:17.262387
ENR-00399,STU-0073,CRS-0023,SEM-3,B,2026-04-16T13:18:17.262391
ENR-00400,STU-0239,CRS-0042,SEM-5,F,2026-04-16T13:18:17.262395
ENR-00401,STU-0188,CRS-0060,SEM-1,A,2026-04-16T13:18:17.262401
ENR-00402,STU-0396,CRS-0024,SEM-6,A,2026-04-16T13:18:17.262406
ENR-00403,STU-0459,CRS-0024,SEM-3,B,2026-04-16T13:18:17.262410
ENR-00404,STU-0329,CRS-0032,SEM-5,A,2026-04-16T13:18:17.262414
ENR-00405,STU-0152,CRS-0039,SEM-1,B,2026-04-16T13:18:17.262418
ENR-00406,STU-0232,CRS-0051,SEM-2,A,2026-04-16T13:18:17.262422
ENR-00407,STU-0330,CRS-0040,SEM-5,C,2026-04-16T13:18:17.262426
ENR-00408,STU-0297,CRS-0060,SEM-6,A,2026-04-16T13:18:17.262430
ENR-00409,STU-0124,CRS-0009,SEM-5,B,2026-04-16T13:18:17.262434
ENR-00410,STU-0084,CRS-0001,SEM-2,A,2026-04-16T13:18:17.262438
ENR-00411,STU-0263,CRS-0053,SEM-3,A,2026-04-16T13:18:17.262442
ENR-00412,STU-0320,CRS-0042,SEM-3,A,2026-04-16T13:18:17.262448
ENR-00413,STU-0077,CRS-0034,SEM-1,W,2026-04-16T13:18:17.262452
ENR-00414,STU-0483,CRS-0020,SEM-4,W,2026-04-16T13:18:17.262456
ENR-00415,STU-0199,CRS-0025,SEM-2,D,2026-04-16T13:18:17.262460
ENR-00416,STU-0196,CRS-0021,SEM-6,A,2026-04-16T13:18:17.262464
ENR-00417,STU-0281,CRS-0018,SEM-4,D,2026-04-16T13:18:17.262468
ENR-00418,STU-0171,CRS-0039,SEM-6,A,2026-04-16T13:18:17.262472
ENR-00419,STU-0487,CRS-0051,SEM-4,A,2026-04-16T13:18:17.262476
ENR-00420,STU-0226,CRS-0035,SEM-6,A,2026-04-16T13:18:17.262480
ENR-00421,STU-0214,CRS-0055,SEM-3,D,2026-04-16T13:18:17.262486
ENR-00422,STU-0125,CRS-0006,SEM-5,B,2026-04-16T13:18:17.262490
ENR-00423,STU-0069,CRS-0034,SEM-3,A,2026-04-16T13:18:17.262494
ENR-00424,STU-0011,CRS-0018,SEM-6,D,2026-04-16T13:18:17.262498
ENR-00425,STU-0281,CRS-0047,SEM-6,A,2026-04-16T13:18:17.262503
ENR-00426,STU-0022,CRS-0023,SEM-3,C,2026-04-16T13:18:17.262507
ENR-00427,STU-0129,CRS-0055,SEM-6,A,2026-04-16T13:18:17.262511
ENR-00428,STU-0331,CRS-0055,SEM-4,B,2026-04-16T13:18:17.262515
ENR-00429,STU-0189,CRS-0052,SEM-5,A,2026-04-16T13:18:17.262519
ENR-00430,STU-0130,CRS-0027,SEM-2,B,2026-04-16T13:18:17.262523
ENR-00431,STU-0029,CRS-0052,SEM-1,B,2026-04-16T13:18:17.262527
ENR-00432,STU-0290,CRS-0044,SEM-5,C,2026-04-16T13:18:17.262531
ENR-00433,STU-0314,CRS-0058,SEM-3,B,2026-04-16T13:18:17.262536
ENR-00434,STU-0363,CRS-0029,SEM-1,W,2026-04-16T13:18:17.262541
ENR-00435,STU-0330,CRS-0009,SEM-2,B,2026-04-16T13:18:17.262544
ENR-00436,STU-0010,CRS-0057,SEM-2,B,2026-04-16T13:18:17.262548
ENR-00437,STU-0130,CRS-0056,SEM-4,B,2026-04-16T13:18:17.262552
ENR-00438,STU-0288,CRS-0021,SEM-3,B,2026-04-16T13:18:17.262556
ENR-00439,STU-0323,CRS-0021,SEM-3,C,2026-04-16T13:18:17.262561
ENR-00440,STU-0033,CRS-0012,SEM-4,B,2026-04-16T13:18:17.262566
ENR-00441,STU-0476,CRS-0051,SEM-6,A,2026-04-16T13:18:17.262570
ENR-00442,STU-0373,CRS-0007,SEM-3,B,2026-04-16T13:18:17.262574
ENR-00443,STU-0060,CRS-0011,SEM-2,C,2026-04-16T13:18:17.262578
ENR-00444,STU-0247,CRS-0010,SEM-1,F,2026-04-16T13:18:17.262582
ENR-00445,STU-0115,CRS-0046,SEM-3,D,2026-04-16T13:18:17.262586
ENR-00446,STU-0398,CRS-0034,SEM-3,A,2026-04-16T13:18:17.262590
ENR-00447,STU-0194,CRS-0001,SEM-5,B,2026-04-16T13:18:17.262595
ENR-00448,STU-0291,CRS-0019,SEM-4,B,2026-04-16T13:18:17.262599
ENR-00449,STU-0049,CRS-0009,SEM-1,C,2026-04-16T13:18:17.262603
ENR-00450,STU-0228,CRS-0051,SEM-5,B,2026-04-16T13:18:17.262607
ENR-00451,STU-0075,CRS-0011,SEM-3,B,2026-04-16T13:18:17.262611
ENR-00452,STU-0391,CRS-0018,SEM-6,A,2026-04-16T13:18:17.262615
ENR-00453,STU-0317,CRS-0040,SEM-5,A,2026-04-16T13:18:17.262619
ENR-00454,STU-0128,CRS-0018,SEM-5,D,2026-04-16T13:18:17.262623
ENR-00455,STU-0295,CRS-0058,SEM-5,D,2026-04-16T13:18:17.262629
ENR-00456,STU-0020,CRS-0022,SEM-6,B,2026-04-16T13:18:17.262633
ENR-00457,STU-0497,CRS-0042,SEM-2,F,2026-04-16T13:18:17.262637
ENR-00458,STU-0441,CRS-0023,SEM-6,C,2026-04-16T13:18:17.262876
ENR-00459,STU-0262,CRS-0049,SEM-4,C,2026-04-16T13:18:17.262886
ENR-00460,STU-0351,CRS-0017,SEM-4,W,2026-04-16T13:18:17.262901
ENR-00461,STU-0208,CRS-0053,SEM-2,D,2026-04-16T13:18:17.262906
ENR-00462,STU-0433,CRS-0036,SEM-4,B,2026-04-16T13:18:17.262910
ENR-00463,STU-0247,CRS-0024,SEM-1,C,2026-04-16T13:18:17.262915
ENR-00464,STU-0360,CRS-0042,SEM-3,C,2026-04-16T13:18:17.262919
ENR-00465,STU-0422,CRS-0046,SEM-3,A,2026-04-16T13:18:17.262923
ENR-00466,STU-0298,CRS-0011,SEM-3,A,2026-04-16T13:18:17.262927
ENR-00467,STU-0147,CRS-0041,SEM-6,B,2026-04-16T13:18:17.262931
ENR-00468,STU-0395,CRS-0043,SEM-4,B,2026-04-16T13:18:17.262935
ENR-00469,STU-0429,CRS-0015,SEM-1,B,2026-04-16T13:18:17.262939
ENR-00470,STU-0252,CRS-0058,SEM-3,B,2026-04-16T13:18:17.262943
ENR-00471,STU-0458,CRS-0039,SEM-2,B,2026-04-16T13:18:17.262947
ENR-00472,STU-0100,CRS-0005,SEM-5,C,2026-04-16T13:18:17.262951
ENR-00473,STU-0342,CRS-0049,SEM-1,A,2026-04-16T13:18:17.262955
ENR-00474,STU-0465,CRS-0024,SEM-4,C,2026-04-16T13:18:17.262959
ENR-00475,STU-0191,CRS-0001,SEM-2,F,2026-04-16T13:18:17.262963
ENR-00476,STU-0277,CRS-0034,SEM-1,D,2026-04-16T13:18:17.262968
ENR-00477,STU-0401,CRS-0024,SEM-5,B,2026-04-16T13:18:17.262972
ENR-00478,STU-0003,CRS-0001,SEM-4,F,2026-04-16T13:18:17.262976
ENR-00479,STU-0368,CRS-0014,SEM-5,D,2026-04-16T13:18:17.262980
ENR-00480,STU-0443,CRS-0029,SEM-1,D,2026-04-16T13:18:17.262984
ENR-00481,STU-0097,CRS-0041,SEM-1,W,2026-04-16T13:18:17.262988
ENR-00482,STU-0167,CRS-0060,SEM-5,F,2026-04-16T13:18:17.262992
ENR-00483,STU-0212,CRS-0023,SEM-5,B,2026-04-16T13:18:17.262996
ENR-00484,STU-0482,CRS-0012,SEM-2,D,2026-04-16T13:18:17.263001
ENR-00485,STU-0472,CRS-0005,SEM-4,D,2026-04-16T13:18:17.263005
ENR-00486,STU-0321,CRS-0013,SEM-5,B,2026-04-16T13:18:17.263009
ENR-00487,STU-0466,CRS-0015,SEM-5,A,2026-04-16T13:18:17.263013
ENR-00488,STU-0150,CRS-0029,SEM-1,B,2026-04-16T13:18:17.263017
ENR-00489,STU-0220,CRS-0014,SEM-4,B,2026-04-16T13:18:17.263021
ENR-00490,STU-0412,CRS-0047,SEM-2,B,2026-04-16T13:18:17.263025
ENR-00491,STU-0385,CRS-0050,SEM-2,D,2026-04-16T13:18:17.263029
ENR-00492,STU-0144,CRS-0052,SEM-6,B,2026-04-16T13:18:17.263033
ENR-00493,STU-0301,CRS-0052,SEM-5,B,2026-04-16T13:18:17.263037
ENR-00494,STU-0439,CRS-0054,SEM-2,B,2026-04-16T13:18:17.263041
ENR-00495,STU-0097,CRS-0003,SEM-5,A,2026-04-16T13:18:17.263045
ENR-00496,STU-0424,CRS-0052,SEM-4,C,2026-04-16T13:18:17.263049
ENR-00497,STU-0387,CRS-0025,SEM-6,F,2026-04-16T13:18:17.263054
ENR-00498,STU-0242,CRS-0001,SEM-1,A,2026-04-16T13:18:17.263058
ENR-00499,STU-0214,CRS-0056,SEM-2,B,2026-04-16T13:18:17.263062
ENR-00500,STU-0302,CRS-0041,SEM-6,A,2026-04-16T13:18:17.263066
ENR-00501,STU-0433,CRS-0039,SEM-6,C,2026-04-16T13:18:17.263071
ENR-00502,STU-0159,CRS-0047,SEM-4,C,2026-04-16T13:18:17.263076
ENR-00503,STU-0224,CRS-0031,SEM-1,A,2026-04-16T13:18:17.263088
ENR-00504,STU-0290,CRS-0053,SEM-3,C,2026-04-16T13:18:17.263092
ENR-00505,STU-0391,CRS-0055,SEM-2,A,2026-04-16T13:18:17.263096
ENR-00506,STU-0200,CRS-0037,SEM-4,B,2026-04-16T13:18:17.263100
ENR-00507,STU-0011,CRS-0028,SEM-4,W,2026-04-16T13:18:17.263104
ENR-00508,STU-0111,CRS-0039,SEM-2,C,2026-04-16T13:18:17.263108
ENR-00509,STU-0422,CRS-0055,SEM-6,C,2026-04-16T13:18:17.263113
ENR-00510,STU-0397,CRS-0022,SEM-6,F,2026-04-16T13:18:17.263117
ENR-00511,STU-0244,CRS-0059,SEM-5,B,2026-04-16T13:18:17.263121
ENR-00512,STU-0128,CRS-0026,SEM-5,B,2026-04-16T13:18:17.263125
ENR-00513,STU-0178,CRS-0046,SEM-2,W,2026-04-16T13:18:17.263129
ENR-00514,STU-0499,CRS-0021,SEM-6,F,2026-04-16T13:18:17.263133
ENR-00515,STU-0366,CRS-0059,SEM-1,B,2026-04-16T13:18:17.263137
ENR-00516,STU-0229,CRS-0059,SEM-4,A,2026-04-16T13:18:17.263141
ENR-00517,STU-0042,CRS-0030,SEM-2,D,2026-04-16T13:18:17.263145
ENR-00518,STU-0401,CRS-0027,SEM-4,B,2026-04-16T13:18:17.263150
ENR-00519,STU-0245,CRS-0026,SEM-6,A,2026-04-16T13:18:17.263154
ENR-00520,STU-0026,CRS-0041,SEM-3,A,2026-04-16T13:18:17.263158
ENR-00521,STU-0487,CRS-0019,SEM-3,B,2026-04-16T13:18:17.263162
ENR-00522,STU-0469,CRS-0046,SEM-3,B,2026-04-16T13:18:17.263171
ENR-00523,STU-0222,CRS-0033,SEM-2,A,2026-04-16T13:18:17.263176
ENR-00524,STU-0458,CRS-0006,SEM-2,A,2026-04-16T13:18:17.263180
ENR-00525,STU-0006,CRS-0017,SEM-3,A,2026-04-16T13:18:17.263184
ENR-00526,STU-0050,CRS-0008,SEM-6,A,2026-04-16T13:18:17.263188
ENR-00527,STU-0318,CRS-0012,SEM-1,B,2026-04-16T13:18:17.263193
ENR-00528,STU-0251,CRS-0014,SEM-5,D,2026-04-16T13:18:17.263197
ENR-00529,STU-0190,CRS-0058,SEM-6,C,2026-04-16T13:18:17.263201
ENR-00530,STU-0453,CRS-0047,SEM-1,B,2026-04-16T13:18:17.263205
ENR-00531,STU-0488,CRS-0040,SEM-6,B,2026-04-16T13:18:17.263209
ENR-00532,STU-0280,CRS-0044,SEM-1,B,2026-04-16T13:18:17.263213
ENR-00533,STU-0376,CRS-0032,SEM-3,B,2026-04-16T13:18:17.263217
ENR-00534,STU-0164,CRS-0021,SEM-5,A,2026-04-16T13:18:17.263221
ENR-00535,STU-0418,CRS-0018,SEM-3,C,2026-04-16T13:18:17.263225
ENR-00536,STU-0391,CRS-0001,SEM-3,B,2026-04-16T13:18:17.263229
ENR-00537,STU-0438,CRS-0012,SEM-2,B,2026-04-16T13:18:17.263233
ENR-00538,STU-0124,CRS-0044,SEM-3,B,2026-04-16T13:18:17.263237
ENR-00539,STU-0292,CRS-0013,SEM-6,C,2026-04-16T13:18:17.263241
ENR-00540,STU-0233,CRS-0001,SEM-2,A,2026-04-16T13:18:17.263246
ENR-00541,STU-0247,CRS-0003,SEM-6,A,2026-04-16T13:18:17.263250
ENR-00542,STU-0101,CRS-0041,SEM-6,A,2026-04-16T13:18:17.263254
ENR-00543,STU-0418,CRS-0041,SEM-1,D,2026-04-16T13:18:17.263258
ENR-00544,STU-0033,CRS-0029,SEM-6,B,2026-04-16T13:18:17.263262
ENR-00545,STU-0362,CRS-0024,SEM-3,B,2026-04-16T13:18:17.263266
ENR-00546,STU-0338,CRS-0054,SEM-3,C,2026-04-16T13:18:17.263270
ENR-00547,STU-0490,CRS-0039,SEM-1,B,2026-04-16T13:18:17.263274
ENR-00548,STU-0372,CRS-0001,SEM-3,B,2026-04-16T13:18:17.263278
ENR-00549,STU-0499,CRS-0031,SEM-1,C,2026-04-16T13:18:17.263282
ENR-00550,STU-0489,CRS-0054,SEM-3,B,2026-04-16T13:18:17.263286
ENR-00551,STU-0070,CRS-0040,SEM-3,A,2026-04-16T13:18:17.263291
ENR-00552,STU-0349,CRS-0026,SEM-5,B,2026-04-16T13:18:17.263296
ENR-00553,STU-0387,CRS-0005,SEM-5,B,2026-04-16T13:18:17.263300
ENR-00554,STU-0096,CRS-0028,SEM-5,B,2026-04-16T13:18:17.263304
ENR-00555,STU-0170,CRS-0038,SEM-5,B,2026-04-16T13:18:17.263309
ENR-00556,STU-0464,CRS-0041,SEM-3,A,2026-04-16T13:18:17.263313
ENR-00557,STU-0033,CRS-0003,SEM-5,A,2026-04-16T13:18:17.263317
ENR-00558,STU-0417,CRS-0058,SEM-1,A,2026-04-16T13:18:17.263321
ENR-00559,STU-0277,CRS-0047,SEM-4,D,2026-04-16T13:18:17.263325
ENR-00560,STU-0070,CRS-0053,SEM-2,C,2026-04-16T13:18:17.263329
ENR-00561,STU-0216,CRS-0015,SEM-5,C,2026-04-16T13:18:17.263334
ENR-00562,STU-0335,CRS-0006,SEM-3,C,2026-04-16T13:18:17.263338
ENR-00563,STU-0451,CRS-0010,SEM-1,B,2026-04-16T13:18:17.263342
ENR-00564,STU-0327,CRS-0058,SEM-3,A,2026-04-16T13:18:17.263346
ENR-00565,STU-0008,CRS-0038,SEM-1,W,2026-04-16T13:18:17.263350
ENR-00566,STU-0198,CRS-0054,SEM-4,B,2026-04-16T13:18:17.263354
ENR-00567,STU-0085,CRS-0008,SEM-1,A,2026-04-16T13:18:17.263358
ENR-00568,STU-0450,CRS-0041,SEM-5,A,2026-04-16T13:18:17.263362
ENR-00569,STU-0492,CRS-0034,SEM-1,W,2026-04-16T13:18:17.263367
ENR-00570,STU-0394,CRS-0003,SEM-3,F,2026-04-16T13:18:17.263371
ENR-00571,STU-0386,CRS-0018,SEM-5,C,2026-04-16T13:18:17.263374
ENR-00572,STU-0215,CRS-0022,SEM-6,B,2026-04-16T13:18:17.263379
ENR-00573,STU-0221,CRS-0004,SEM-6,C,2026-04-16T13:18:17.263383
ENR-00574,STU-0266,CRS-0008,SEM-3,A,2026-04-16T13:18:17.263387
ENR-00575,STU-0015,CRS-0003,SEM-6,A,2026-04-16T13:18:17.263391
ENR-00576,STU-0304,CRS-0016,SEM-6,W,2026-04-16T13:18:17.263395
ENR-00577,STU-0108,CRS-0011,SEM-5,B,2026-04-16T13:18:17.263399
ENR-00578,STU-0381,CRS-0002,SEM-5,A,2026-04-16T13:18:17.263403
ENR-00579,STU-0348,CRS-0040,SEM-2,A,2026-04-16T13:18:17.263407
ENR-00580,STU-0259,CRS-0004,SEM-2,A,2026-04-16T13:18:17.263412
ENR-00581,STU-0313,CRS-0007,SEM-4,F,2026-04-16T13:18:17.263416
ENR-00582,STU-0472,CRS-0017,SEM-6,B,2026-04-16T13:18:17.263420
ENR-00583,STU-0377,CRS-0050,SEM-3,A,2026-04-16T13:18:17.263424
ENR-00584,STU-0010,CRS-0033,SEM-2,A,2026-04-16T13:18:17.263428
ENR-00585,STU-0059,CRS-0019,SEM-1,A,2026-04-16T13:18:17.263432
ENR-00586,STU-0312,CRS-0021,SEM-1,A,2026-04-16T13:18:17.263436
ENR-00587,STU-0352,CRS-0002,SEM-3,A,2026-04-16T13:18:17.263440
ENR-00588,STU-0308,CRS-0032,SEM-5,C,2026-04-16T13:18:17.263444
ENR-00589,STU-0280,CRS-0017,SEM-1,B,2026-04-16T13:18:17.263449
ENR-00590,STU-0488,CRS-0027,SEM-6,W,2026-04-16T13:18:17.263453
ENR-00591,STU-0307,CRS-0057,SEM-6,A,2026-04-16T13:18:17.263457
ENR-00592,STU-0418,CRS-0020,SEM-2,A,2026-04-16T13:18:17.263460
ENR-00593,STU-0069,CRS-0030,SEM-6,B,2026-04-16T13:18:17.263465
ENR-00594,STU-0218,CRS-0052,SEM-4,B,2026-04-16T13:18:17.263470
ENR-00595,STU-0294,CRS-0033,SEM-4,D,2026-04-16T13:18:17.263474
ENR-00596,STU-0437,CRS-0039,SEM-3,W,2026-04-16T13:18:17.263478
ENR-00597,STU-0398,CRS-0007,SEM-4,A,2026-04-16T13:18:17.263482
ENR-00598,STU-0325,CRS-0044,SEM-4,A,2026-04-16T13:18:17.263486
ENR-00599,STU-0481,CRS-0004,SEM-4,B,2026-04-16T13:18:17.263490
ENR-00600,STU-0024,CRS-0008,SEM-2,B,2026-04-16T13:18:17.263494
ENR-00601,STU-0046,CRS-0002,SEM-1,A,2026-04-16T13:18:17.263498
ENR-00602,STU-0331,CRS-0012,SEM-6,B,2026-04-16T13:18:17.263502
ENR-00603,STU-0027,CRS-0033,SEM-1,A,2026-04-16T13:18:17.263507
ENR-00604,STU-0060,CRS-0034,SEM-5,W,2026-04-16T13:18:17.263513
ENR-00605,STU-0490,CRS-0046,SEM-6,F,2026-04-16T13:18:17.263518
ENR-00606,STU-0122,CRS-0042,SEM-4,C,2026-04-16T13:18:17.263522
ENR-00607,STU-0072,CRS-0059,SEM-5,D,2026-04-16T13:18:17.263527
ENR-00608,STU-0484,CRS-0050,SEM-4,C,2026-04-16T13:18:17.263531
ENR-00609,STU-0106,CRS-0059,SEM-6,A,2026-04-16T13:18:17.263535
ENR-00610,STU-0072,CRS-0011,SEM-6,D,2026-04-16T13:18:17.263539
ENR-00611,STU-0071,CRS-0020,SEM-6,B,2026-04-16T13:18:17.263543
ENR-00612,STU-0183,CRS-0037,SEM-4,W,2026-04-16T13:18:17.263547
ENR-00613,STU-0155,CRS-0011,SEM-5,A,2026-04-16T13:18:17.263552
ENR-00614,STU-0423,CRS-0003,SEM-1,B,2026-04-16T13:18:17.263556
ENR-00615,STU-0074,CRS-0044,SEM-5,B,2026-04-16T13:18:17.263560
ENR-00616,STU-0062,CRS-0035,SEM-3,B,2026-04-16T13:18:17.263566
ENR-00617,STU-0326,CRS-0038,SEM-6,A,2026-04-16T13:18:17.263570
ENR-00618,STU-0251,CRS-0002,SEM-2,A,2026-04-16T13:18:17.263574
ENR-00619,STU-0199,CRS-0058,SEM-5,A,2026-04-16T13:18:17.263578
ENR-00620,STU-0061,CRS-0060,SEM-4,B,2026-04-16T13:18:17.263582
ENR-00621,STU-0004,CRS-0029,SEM-4,D,2026-04-16T13:18:17.263588
ENR-00622,STU-0351,CRS-0002,SEM-2,C,2026-04-16T13:18:17.263592
ENR-00623,STU-0180,CRS-0046,SEM-1,A,2026-04-16T13:18:17.263596
ENR-00624,STU-0386,CRS-0053,SEM-1,B,2026-04-16T13:18:17.263600
ENR-00625,STU-0217,CRS-0026,SEM-5,D,2026-04-16T13:18:17.263605
ENR-00626,STU-0001,CRS-0010,SEM-4,F,2026-04-16T13:18:17.263609
ENR-00627,STU-0491,CRS-0029,SEM-3,A,2026-04-16T13:18:17.263613
ENR-00628,STU-0264,CRS-0057,SEM-3,B,2026-04-16T13:18:17.263617
ENR-00629,STU-0009,CRS-0043,SEM-1,A,2026-04-16T13:18:17.263621
ENR-00630,STU-0494,CRS-0027,SEM-6,W,2026-04-16T13:18:17.263625
ENR-00631,STU-0221,CRS-0051,SEM-3,A,2026-04-16T13:18:17.263629
ENR-00632,STU-0399,CRS-0037,SEM-4,A,2026-04-16T13:18:17.263633
ENR-00633,STU-0436,CRS-0049,SEM-3,A,2026-04-16T13:18:17.263638
